,GTIN,Brand,Manufacturer,a,Primary Description,Regulated Product Name,No. & size (unit),Version,a,Retail,Listing,,My Rise,Overall,,Brandbank (Group),,Category,Sub-Cat.,Prod. Group,,Further Description,a,Features,Serve,a,Variental,ABV (%),Lower Age Limit,"Allergy, additive, and lifestyle advice",Safety Warnings,Packaging,Measurements (W/H/D),Ingredients,a,Portion Type,Energy in kcal,Energy in kJ,Protein,Carbs,Total Sugar,Fat,Sat Fat,Fibre,Sodium,Salt,Salt Equiv.,
,85000014448,Barefoot,Barefoot Cellars,a,Barefoot Pinot Grigio 750ml,Pinot Grigio - White Californian Wine,750ml,04/04/2016,a,6.5,6.98,,7%,17%,,White Wine,,Alcohol,Wine,White,,"Tart green apple flavours get down with a white peach undertone. Floral blossoms and citrus aromas do the tango. Light-bodied with a bright finish.Barefoot Pinot Grigio is crisp and full of citrus and peach flavours. Goes well with chicken, seafood, spicy pasta and pizzas.",a,"Wine of California, U.S.A.

Official Wine of avp Pro Beach Volleyball 2007","Goes well with chicken, seafood, spicy pasta and pizzas. ",a,Pinot Grigio,13%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,302 x 75 x 75,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,18341751062,Barefoot,Barefoot Cellars,a,Barefoot White Zinfandel 750ml,White Zinfandel - White Californian Wine,750ml,04/04/2016,a,6.5,6.98,,7%,17%,,Red Wine,,Alcohol,Wine,Rose,,"Summer flavours like peach, sun-ripened strawberries, succulent pears and pineapple create perfection. Try it over ice!Barefoot White Zinfandel is packed with seriously lush pineapple and strawberry and tastes deliciously fruity. Great served chilled with appetisers, summer fruits, chicken, seafood and cheeses.",a,"Wine of California, U.S.A

Barefoot's White Zinfandel blends have won Gold Medal 2007 Tasters Guild International Wine Competition Grand Rapids, MI

Consistent quality, proven value","Great served chilled with appetisers, summer fruits, chicken, seafood and cheeses. ",a,White Zinfandel,9.5%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,302 x 74 x 74,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5000382018803,Barr,A.G. Barr p.l.c.,a,Barr Irn-Bru 2L,Sparkling Flavoured Soft Drink,2l,10/06/2016,a,1.99,2.19,,10%,20%,,Carbonated Drinks,,Soft Drinks,Fizzy,to share,,,a,"Original & best

Bru'd in Scotland to a secret recipe for over 100 years", Best served chilled.,a,,,,    ,Sunset Yellow & Ponceau 4R: May have an adverse effect on activity and attention in children.,Bottle - Plastic - Widely Recycled - ,346 x 99 x 99,"Carbonated Water, Sugar, Acid (Citric Acid), Flavourings (including Caffeine, Ammonium Ferric Citrate & Quinine), Preservative (E211), Colours (Sunset Yellow, Ponceau 4R)",a,per 100 (ml/g),178,42, -   , -   ,10,10, -   , -   , -   , <0.01 , -   ,
,5000382016533,Barr,A.G. Barr p.l.c.,a,Barr Irn-Bru 500ml,Sparkling Flavoured Soft Drink,500ml,10/06/2016,a,0.79,0.89,,13%,23%,,Carbonated Drinks,,Soft Drinks,Fizzy,for me,,,a,"Phenomenal value

Original & best

Bru'd in Scotland to a secret recipe for over 100 years", Best served chilled.,a,,,,    ,Sunset Yellow & Ponceau 4R: May have an adverse effect on activity and attention in children.,Bottle - Plastic - Widely Recycled - ,231 x 66 x 66,"Carbonated Water, Sugar, Acid (Citric Acid), Flavourings (including Caffeine, Ammonium Ferric Citrate & Quinine), Preservative (E211), Colours (Sunset Yellow, Ponceau 4R)",a,per 100 (ml/g),178,42, -   , -   ,10,10, -   , -   , -   , <0.01 , -   ,
,5000382018841,Barr,A.G. Barr p.l.c.,a,Barr Irn-Bru Sugar Free 2L,Sparkling Low Calorie Flavoured Soft Drink with Sweeteners,2l,10/06/2016,a,1.99,2.19,,10%,20%,,Carbonated Drinks,,Soft Drinks,Fizzy,to share,,,a,"Original & best

Bru'd in Scotland to a secret recipe for over 100 years

Sugar free", Serve cool,a,,,,    ,Sunset Yellow & Ponceau 4R: May have an adverse effect on activity and attention in children.,Bottle - Plastic - Widely Recycled - ,345 x 99 x 99,"Carbonated Water, Acid (Citric Acid), Flavourings (including Caffeine, Ammonium Ferric Citrate & Quinine), Sweeteners (Acesulfame K, Aspartame), Preservative (E211), Colours (Sunset Yellow, Ponceau 4R)",a,per 100 (ml/g),3,1, -   , -   , -   , -   , <0.5 , -   , -   , <0.01 , -   ,
,5000382016571,Barr,A.G. Barr p.l.c.,a,Barr Irn-Bru Sugar Free 500ml,Sparkling Low Calorie Flavoured Soft Drink with Sweeteners,500ml,10/06/2016,a,0.79,0.89,,13%,23%,,Carbonated Drinks,,Soft Drinks,Fizzy,for me,,,a,"Sugar free

Bru'd in Scotland to a secret recipe for over 100 years"," Serve cool

Best served chilled.",a,,,,    ,Sunset Yellow & Ponceau 4R: May have an adverse effect on activity and attention in children.,Bottle - Plastic - Widely Recycled - ,231 x 66 x 66,"Carbonated Water, Acid (Citric Acid), Flavourings (Including Caffeine, Ammonium Ferric Citrate & Quinine), Sweeteners (Acesulfame K, Aspartame), Preservative (E211), Colours (Sunset Yellow, Ponceau 4R)",a,per 100 (ml/g),3,1, -   , -   , -   , -   , <0.5 , -   , -   , <0.01 , -   ,
,4100130937897,Beck's,AB Inbev UK Limited,a,Beck's 6 x 275ml,Beer,6 x 275ml,13/06/2016,a,4.5,4.99,,11%,21%,,Beer & Cider,,Alcohol,Beer & Cider,Premium Lager,,"Golden in color, Beck's is a classic German-style pilsner with a robust, distinctive full-bodied taste, a fresh ﾓhoppyﾔ bouquet, distinct bitterness and a rich, full head.",a,"Brewed under the German purity law of 1516 with only 4 natural ingredients: barley, hops, yeast and water", Best served chilled.,a,,4.8%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,216 x 171 x 115,"Water, Malted Barley, Hops, Yeast",a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5000329002193,Beefeater,James Burrough,a,Beefeater London Dry Gin 70cl,London Distilled Dry Gin,70cl,22/03/2016,a,16,16.99,,6%,16%,,Sprits & Liqueurs,,Alcohol,Spirits,Gin,,"Based on James Burrough's original 19th century recipe, the botanicals in Beefeater gin are steeped for 24 hours prior to distillation resulting in a complex, yet perfectly balanced gin of depth & integrity. Wild juniper combines with the subtle spice of coriander & the citrus freshness of lemons & Seville oranges for a vibrant gin suitable for every occasion.",a,"Distilled in the heart of the city

Authentic premium gin

Uncompromised quality and taste

Made with 100% grain spirit", ,a,,40%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,274 x 69 x 70,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5000387905771,Bell's,Diageo Great Britain Ltd.,a,Bell's Blended Scotch Whisky 50cl,Blended Scotch Whisky,50cl,31/03/2016,a,10.99,11.49,,5%,15%,,Sprits & Liqueurs,,Alcohol,Spirits,Scotch,,"Bell's Blended Scotch Whisky comes from some of the finest malt whiskies in Scotland - from the fresh, sweet malts of Speyside to the smoky sea salt of the Islands - all matured in selected oak casks for a richer flavour. The malt at the heart of the Bell's blend is rich, spiced and nutty, and comes from our home, the Blair Athol distillery.Bell's Blended Scotch Whisky comes from some of the finest malt whiskies in Scotland - from the fresh, sweet malts of Speyside to the smoky sea salt of the Islands - all matured in selected oak casks for a richer flavour. The malt at the heart of the Bell's blend is rich, spiced and nutty, and comes from our home, the Blair Athol distillery.

Taste Great With....
Why not try it with Ginger Ale?
Tastes great with Cola.",a,"Matured in selected oak casks for a richer flavour

Distilled, blended and bottled in Scotland

Dates back to 1825

Founded by Arthur Bell","Bell's Original is ideal neat, and great over ice. Try it with cola or a dash of soda to bring out its rich, nutty overtones ",a,,40%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5000387905412,Bell's,Diageo Great Britain Ltd.,a,Bell's Blended Scotch Whisky Original 20cl,Blended Scotch Whisky Original,20cl,31/03/2016,a,5.29,5.99,,13%,23%,,Sprits & Liqueurs,,Alcohol,Spirits,Scotch,,"Back in the early 1800s, Perthshire whisky merchant Arthur Bell came up with a revolutionary theory that ﾑﾅseveral fine whiskies blended together pleases more palates than one unmixed.'Today, Bell's Original's reputation is firmly established; an expert combination of up to 35 different whiskies that includes some of Scotland's favourite malts.Bell's Blended Scotch Whisky comes from some of the finest malt whiskies in Scotland - from the fresh, sweet malts of Speyside to the smoky sea salt of the Islands - all matured in selected oak casks for a richer flavour. The malt at the heart of the Bell's blend is rich, spiced and nutty, and comes from our home, the Blair Athol distillery.

Taste Great With....
Why not try it with Ginger Ale?
Tastes great with Cola.",a,"Matured in selected oak casks for a richer flavour

Distilled, blended and bottled in Scotland

Dates back to 1825

Founded by Arthur Bell","Bell's Original is ideal neat, and great over ice. Try it with cola or a dash of soda to bring out its rich, nutty overtones. It's also the perfect base for a Whisky & Ginger or mixed with sweet vermouth in the classic Rob Roy ",a,,40%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5000387905474,Bell's,Diageo Great Britain Ltd.,a,Bell's Original Blended Scotch Whisky 70cl,Original Blended Scotch Whisky,70cl,27/04/2016,a,13.99,14.8,,6%,16%,,Sprits & Liqueurs,,Alcohol,Spirits,Scotch,,"Bell's Blended Scotch Whisky comes from some of the finest malt whiskies in Scotland - from the fresh, sweet malts of Speyside to the smoky sea salt of the Islands - all matured in selected oak casks for a richer flavour. The malt at the heart of the Bell's blend is rich, spiced and nutty, and comes from our home, the Blair Athol distillery.Bell's Blended Scotch Whisky comes from some of the finest malt whiskies in Scotland - from the fresh, sweet malts of Speyside to the smoky sea salt of the Islands - all matured in selected oak casks for a richer flavour. The malt at the heart of the Bell's blend is rich, spiced and nutty, and comes from our home, the Blair Athol distillery.

Taste Great With....
Why not try it with Ginger Ale?
Tastes great with Cola.",a,"Matured in selected oak casks for a richer flavour

Distilled, blended and bottled in Scotland

Dates back to 1825

Founded by Arthur Bell","Bell's Original is ideal neat, and great over ice. Try it with cola or a dash of soda to bring out its rich, nutty overtones ",a,,40%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,299 x 78 x 78,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5000387906679,Bell's,Diageo Great Britain Ltd.,a,Bell's Original Blended Whiskey 35cl,Original Blended Whiskey,35cl,25/04/2016,a,8.99,9.98,,11%,21%,,Sprits & Liqueurs,,Alcohol,Spirits,Scotch,,"Bell's Blended Scotch Whisky comes from some of the finest malt whiskies in Scotland - from the fresh, sweet malts of Speyside to the smoky sea salt of the Islands - all matured in selected oak casks for a richer flavour. The malt at the heart of the Bell's blend is rich, spiced and nutty, and comes from our home, the Blair Athol distilleryBell's Blended Scotch Whisky comes from some of the finest malt whiskies in Scotland - from the fresh, sweet malts of Speyside to the smoky sea salt of the Islands - all matured in selected oak casks for a richer flavour. The malt at the heart of the Bell's blend is rich, spiced and nutty, and comes from our home, the Blair Athol distillery.",a,Matured in selected oak casks for a richer flavour,"Taste Great With.... Why not try it with Ginger Ale? Tastes great with Cola Taste Great With....
Why not try it with Ginger Ale?
Tastes great with Cola.",a,,40%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5000387905399,Bell's,Diageo Great Britain Ltd.,a,Bell's Whisky 10cl,Whisky,10cl,31/03/2016,a,3.99,4.19,,5%,15%,,Sprits & Liqueurs,,Alcohol,Spirits,Scotch,,"Bell's Blended Scotch Whisky comes from some of the finest malt whiskies in Scotland - from the fresh, sweet malts of Speyside to the smoky sea salt of the Islands - all matured in selected oak casks for a richer flavour. The malt at the heart of the Bell's blend is rich, spiced and nutty, and comes from our home, the Blair Athol distillery.

Taste Great With....
Why not try it with Ginger Ale?
Tastes great with Cola.",a,"Matured in selected oak casks for a richer flavour

Distilled, blended and bottled in Scotland

Dates back to 1825

Founded by Arthur Bell", ,a,,40%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5000143208054,Benson & Hedges,Japan Tobacco International,a,Benson & Hedges Blue 10,Blue 10 Filter Cigarettes,10 x Filter Cigarettes,16/02/2016,a,4.59,4.99,,9%,19%,,Cigarettes & Lighters,,Other,Tobacco,Packets,,,a,, ,a,,,Statutory 18 Years,    ,"Smoking kills, and will harm you and others around you. It's highly addictive, and it's better not to start. Smoking may reduce blood flow, and causes impotence. The risk of Coronary Heart Disease is reduced by 50% 1 year after stopping. Stopping also reduces the risk of fatal heart and lung diseases.", - ,88 x 43 x 18,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5000143158199,Benson & Hedges,Japan Tobacco International,a,Benson & Hedges Blue King Size 17,,,03/02/2016,a,5.99,6.29,,5%,15%,,Cigarettes & Lighters,,Other,Tobacco,Packets,,,a,, ,a,,,Statutory 18 Years,    ,"Smoking kills, and will harm you and others around you. It's highly addictive, and it's better not to start. Smoking may reduce blood flow, and causes impotence. The risk of Coronary Heart Disease is reduced by 50% 1 year after stopping. Stopping also reduces the risk of fatal heart and lung diseases.", - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5000143117127,Benson & Hedges,Japan Tobacco International,a,Benson & Hedges Gold 100s 20,,20 x Cigarettes,07/11/2014,a,9.49,9.99,,5%,15%,,Cigarettes & Lighters,,Other,Tobacco,Packets,,Premium cigarettes.,a,"High quality tobacco that results in the classic B&H Gold taste

20 Super King Size Filter Cigarettes"," Smoke contains benzene, nitrosamines, formaldehyde and hydrogen cyanide.",a,,,Statutory 18 Years,    ,"Smoking kills, and will harm you and others around you. It's highly addictive, and it's better not to start. Smoking may reduce blood flow, and causes impotence. The risk of Coronary Heart Disease is reduced by 50% 1 year after stopping. Stopping also reduces the risk of fatal heart and lung diseases.", - ,103 x 56 x 24,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5000143110012,Benson & Hedges,Japan Tobacco International,a,Benson & Hedges Gold 20,,20 x Cigarettes,07/11/2014,a,9.49,9.99,,5%,15%,,Cigarettes & Lighters,,Other,Tobacco,Packets,,Premium cigarettes.,a,"High quality tobacco that results in the classic B&H Gold taste

20 King Size Filter Cigarettes"," The risk of Coronary Heart Disease is reduced by 50% after 1 year of smoking abstinence.
Stopping smoking reduces the risk of fatal heart and lung diseases.",a,,,Statutory 18 Years,    ,"Smoking kills, and will harm you and others around you. It's highly addictive, and it's better not to start. Smoking may reduce blood flow, and causes impotence. The risk of Coronary Heart Disease is reduced by 50% 1 year after stopping. Stopping also reduces the risk of fatal heart and lung diseases.", - ,88 x 57 x 23,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
